0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,4,2,6,6,3,0,0,0,0,0,0,0,0,1,0,1,2,5,3,5,8,4,2,0,4,4,9,5,8,4,6,6,12,16,7,2,5,3,5,7,8,8,8,11,8,4,2,4,5,2,2,4,6,6,4,1,3,1,3,4,0,9,7,7,11,12,7,6,8,3,4,1,1,0,0,0,3,3,8,5,9,14,10,20,5,8,9,7,8,6,13,13,8,7,6,7,10,11,10,13,26,19,18,17,9,13,13,9,9,4,6,11,21,7,15,16,20,17,13,16,11,15,14,23,13,24,15,15,19,22,24,18,8,12,5,6,12,19,24,27,16,13,15,18,16,11,4,10,13,24,16,11,10,11,9,10,7,22,13,17,13,15,12,14,11,13,13,12,23,23,25,33,41,36,27,37,21,22,17,18,20,23,21,25,24,22,13,17,18,18,15,17,14,19,34,41,40,28,28,30,27,33,24,25,51,44,38,24,30,33,27,33,21,23,8,11,11,22,28,32,24,28,37,49,38,31,12,18,14,11,13,20,23,19,13,23,21,21,20,19,19,12,12,13,26,29,26,23,17,8,9,18,10,9,18,16,10,20,28,20,18,10,8,2,9,4,7,9,10,8,13,22,16,21,23,16,13,11,11,11,10,7,10,10,8,6,8,14,12,8,9,12,14,17,25,22,15
0,1,5,1,3,4,5,0,0,0,0,0,0,0,0,1,0,4,0,9,2,5,7,2,3,0,6,2,10,2,10,3,9,1,12,13,9,5,7,1,8,0,4,6,8,12,7,5,5,5,4,6,2,4,2,7,7,4,2,0,4,4,3,4,5,8,4,6,8,8,10,8,12,0,2,0,2,2,1,0,13,5,10,5,9,22,6,25,5,10,10,0,9,9,8,5,8,6,10,5,10,6,18,14,22,17,12,14,8,13,9,10,11,2,14,8,15,9,24,18,17,19,16,17,9,25,11,19,11,27,13,9,22,19,15,14,5,11,9,14,14,22,18,24,16,9,18,19,11,6,10,26,12,17,9,13,10,9,5,20,7,19,10,16,11,14,14,14,12,8,24,17,23,21,21,33,23,33,21,27,22,23,20,24,12,20,14,29,20,18,14,14,6,18,14,17,32,34,35,29,28,30,22,27,15,29,44,25,36,38,32,28,27,38,22,29,9,23,12,22,9,23,20,43,30,49,31,53,29,22,20,16,10,10,17,22,12,30,19,21,14,16,19,15,20,14,18,26,20,16,16,19,15,17,11,13,6,11,20,16,14,24,23,22,11,9,15,2,16,8,7,5,9,8,11,21,15,15,18,10,12,10,10,4,13,14,11,9,2,7,10,11,13,11,15,16,25,23,21,23
0,6,2,3,4,2,1,1,0,0,0,0,0,0,2,0,4,0,17,0,4,7,3,4,1,3,1,9,2,14,2,6,4,10,5,10,9,11,2,8,1,4,4,9,7,7,10,4,7,4,9,4,11,5,18,4,8,4,3,0,1,5,3,13,1,4,6,8,2,12,8,10,2,6,0,3,1,10,2,9,1,14,5,8,8,8,18,7,17,3,6,7,2,10,5,8,3,10,2,5,5,12,11,17,19,16,19,3,13,7,15,8,13,10,10,17,2,16,20,21,20,9,20,19,20,12,21,11,23,7,16,17,19,18,4,17,12,12,15,12,19,21,29,23,21,22,13,9,12,12,14,10,27,10,16,10,12,7,9,4,15,10,15,10,14,24,13,11,13,17,14,21,16,14,27,11,37,23,32,21,18,20,24,10,16,5,28,11,18,13,21,8,26,15,23,18,23,32,31,32,34,28,31,25,32,28,32,29,38,22,40,22,38,29,45,29,22,12,24,11,28,11,31,23,57,21,53,29,37,29,16,17,5,17,13,12,27,23,23,18,14,13,15,23,9,15,18,15,23,15,18,16,17,18,11,17,12,14,14,17,16,19,28,17,13,19,5,17,7,10,6,12,3,9,7,6,11,13,9,15,6,16,10,10,10,17,9,6,12,8,5,13,14,14,13,22,14,20,29,24
0,9,5,8,2,2,0,0,0,0,0,0,0,0,0,4,0,7,0,15,0,4,6,2,3,3,3,2,14,2,5,2,5,5,7,6,8,4,7,3,8,2,9,11,7,13,5,11,2,10,3,9,7,20,4,14,2,3,1,2,4,2,12,2,14,3,2,3,13,3,10,5,11,2,3,3,6,0,19,2,12,4,7,5,9,8,9,10,2,8,6,6,11,1,8,3,11,3,5,4,12,6,9,15,16,23,9,23,2,12,3,21,8,16,10,7,22,18,19,22,8,25,16,30,10,23,10,26,9,20,7,16,17,10,19,8,20,20,16,15,28,20,22,37,18,23,10,13,9,15,12,22,9,25,9,17,10,12,5,9,12,8,9,15,19,24,19,17,16,17,10,19,14,15,11,30,18,37,26,27,14,21,14,24,9,18,12,25,17,27,16,33,15,37,20,31,19,26,31,23,37,32,29,35,22,36,21,40,23,47,16,36,23,54,37,36,25,26,10,30,9,29,24,39,28,50,21,38,23,22,18,7,16,10,17,15,17,19,28,22,18,10,18,9,13,8,10,10,18,20,12,14,17,10,20,10,18,18,20,15,21,16,16,11,20,8,17,6,19,9,18,5,8,3,7,9,10,5,25,9,19,6,17,10,15,8,16,13,13,8,16,11,11,13,16,13,22,19,29,28
0,10,9,2,3,1,0,0,0,0,0,0,1,0,1,1,3,1,12,0,6,2,6,3,7,2,4,5,3,10,1,9,2,4,5,6,4,6,3,8,2,5,7,7,12,6,24,3,6,3,12,3,9,9,12,4,4,2,1,3,2,11,1,13,3,7,3,9,2,9,5,7,8,12,6,14,2,15,0,9,4,10,3,16,8,12,7,6,8,5,11,7,3,6,2,8,1,13,3,9,4,12,9,9,13,6,21,9,13,3,14,3,17,8,6,14,12,17,23,10,21,9,43,5,23,7,18,10,19,6,13,10,10,23,12,21,20,19,12,19,12,20,26,15,27,10,12,17,10,13,25,9,18,10,16,7,21,8,10,10,4,14,12,12,23,15,26,27,21,17,12,10,18,8,17,15,34,27,28,28,28,17,30,14,24,12,18,21,26,19,44,20,47,14,38,29,26,18,28,35,28,26,34,19,37,26,35,16,43,26,46,13,39,25,40,30,35,17,31,12,23,14,28,30,33,24,33,23,24,19,15,17,12,19,15,21,17,23,21,27,13,18,9,9,10,13,8,12,8,10,17,14,11,22,6,16,20,23,20,20,15,17,16,18,9,26,10,14,8,23,5,10,3,3,8,16,9,21,5,27,5,21,8,18,7,15,12,22,7,19,11,16,13,21,20,20,18,36,22,41
0,5,9,3,0,1,3,0,1,0,0,1,0,3,1,1,4,4,2,9,2,8,1,6,1,10,2,1,8,2,13,3,8,5,6,2,5,4,11,2,4,3,9,11,6,17,5,18,6,10,4,10,7,6,8,7,3,3,5,3,4,2,18,2,10,3,10,7,14,3,5,6,14,10,11,5,17,4,11,2,8,1,13,3,17,5,11,7,6,10,2,9,3,1,6,5,12,2,13,0,7,6,2,8,4,16,9,8,5,10,3,13,2,9,12,8,12,18,8,19,9,28,3,35,3,17,5,15,13,14,4,10,12,9,25,19,21,20,21,11,14,20,11,24,8,13,22,4,16,11,16,18,13,13,6,13,11,14,10,8,20,9,7,21,9,23,20,17,28,15,15,25,9,25,13,24,26,31,32,21,38,20,20,33,19,25,15,33,24,25,19,44,17,56,21,33,21,32,33,27,38,28,21,39,28,25,34,28,18,30,14,37,17,39,18,28,23,34,15,20,13,21,23,22,23,29,17,24,26,20,21,15,25,14,42,14,25,21,19,14,17,24,13,13,12,6,15,10,9,12,14,11,22,7,24,12,15,18,23,19,24,22,19,10,20,7,20,7,15,7,13,4,6,4,10,8,21,6,23,3,18,6,24,5,22,9,18,7,23,8,20,11,22,22,23,25,28,26,42,30
0,6,5,6,1,3,1,6,0,0,1,0,3,1,4,1,0,7,4,1,5,1,5,0,8,4,6,2,0,11,1,9,3,11,3,2,6,11,1,7,0,7,4,6,11,5,14,5,15,4,10,6,9,6,5,5,2,5,3,4,3,12,1,17,2,5,7,11,6,14,3,6,12,18,7,12,5,15,4,11,0,9,1,19,1,15,2,6,4,1,5,5,7,10,3,12,5,23,0,9,1,2,5,1,17,5,5,6,13,3,7,2,16,2,14,10,9,5,19,2,16,7,25,4,26,3,16,11,19,12,7,10,12,19,14,23,27,16,11,14,16,9,25,8,19,16,6,21,3,16,13,12,15,18,7,12,8,12,14,10,11,12,21,10,25,17,13,18,20,20,29,17,25,18,33,15,26,41,19,35,21,25,18,39,29,12,33,21,24,28,28,19,57,25,37,37,29,26,30,52,21,29,34,36,32,31,30,31,21,14,39,25,37,9,26,18,22,25,29,14,21,18,26,19,22,22,22,14,30,21,22,27,14,38,14,37,14,23,15,15,24,14,19,13,7,19,8,16,8,11,8,22,16,22,5,19,14,15,15,22,28,18,15,17,9,20,7,12,7,9,6,8,2,14,4,17,5,21,5,20,11,18,6,30,8,21,11,25,5,26,16,29,17,24,26,24,19,24,31,39
0,7,10,4,6,1,9,0,3,1,1,3,0,4,1,2,5,1,4,3,0,6,1,8,0,7,5,0,7,0,10,3,10,2,5,7,4,5,8,2,6,0,7,1,6,8,1,12,6,7,5,8,5,6,4,3,5,4,0,2,7,1,10,2,8,2,6,8,11,2,9,8,15,6,17,11,21,6,15,3,9,0,15,0,22,1,13,1,1,3,4,8,12,7,13,1,18,2,17,0,9,2,2,14,3,4,4,9,7,12,2,12,2,16,0,9,5,4,0,15,2,14,3,16,4,17,8,17,11,9,22,12,21,5,24,20,16,13,13,11,7,17,10,18,7,11,20,4,15,12,11,13,16,9,12,12,10,13,14,15,10,18,14,21,12,18,18,19,17,24,19,19,21,25,22,28,30,23,26,22,26,25,25,23,21,34,24,30,24,27,24,38,38,48,33,26,43,27,30,31,44,21,34,31,30,32,33,41,25,51,24,39,18,22,7,18,16,30,22,21,12,20,24,30,24,22,24,21,15,28,18,27,23,11,40,14,28,9,20,15,16,17,20,15,22,9,20,7,9,11,14,12,15,9,20,4,13,14,19,15,18,20,10,11,12,16,20,7,14,4,9,5,14,2,9,8,21,5,18,12,19,19,34,10,22,10,16,6,32,19,34,18,36,20,25,18,20,22,39,44
0,7,9,10,0,10,0,13,1,4,1,2,4,1,3,3,2,3,1,3,2,1,6,2,10,1,2,7,4,6,3,11,1,10,5,4,6,2,3,8,3,6,3,12,2,2,3,8,5,4,6,8,6,4,5,2,5,0,1,1,1,5,4,5,1,7,2,4,7,8,5,10,5,15,10,13,11,19,4,10,2,14,0,21,0,10,1,3,2,4,9,7,9,6,5,14,0,13,1,12,0,4,3,5,5,4,9,3,7,8,10,3,9,1,10,2,4,2,9,0,13,3,11,4,18,2,16,9,15,14,11,22,5,20,12,19,14,15,11,11,5,8,16,3,16,16,7,14,6,10,12,14,12,14,13,8,21,18,11,18,15,11,20,19,17,13,17,19,16,22,17,19,20,14,24,39,20,13,22,19,32,24,20,16,29,22,31,24,36,30,34,39,46,38,33,45,26,38,27,44,26,35,20,25,34,32,35,30,57,21,49,22,36,8,23,7,16,20,27,20,16,22,30,24,30,40,22,20,22,16,29,29,14,30,12,34,11,24,12,12,16,26,11,15,15,28,11,22,11,15,14,11,6,16,3,19,4,14,12,14,11,11,13,11,16,20,13,15,10,19,4,11,7,5,4,13,9,23,15,16,20,29,18,26,13,11,6,19,13,27,22,36,25,31,18,16,19,37,32,42
